WAVELENGTH,AR Reflecttance @ 00 AOI,AR Reflecttance @ 30 AOI,AR Transmittance @ 00 AOI,AR Transmittance @ 30 AOI
4.27,0.392829,0.319465,98.516407,98.564778
4.272,0.38445,0.321025,98.505716,98.6343
4.274,0.372471,0.321401,98.496947,98.706197
4.276,0.357573,0.318892,98.49071,98.770429
4.278,0.340129,0.312372,98.487844,98.799891
4.28,0.321413,0.302002,98.489038,98.787405
4.282,0.305601,0.291776,98.495082,98.762597
4.284,0.29398,0.283013,98.506158,98.73181
4.286,0.287172,0.276276,98.521864,98.693891
4.288,0.284607,0.272173,98.542137,98.658365
4.29,0.286094,0.271603,98.564857,98.63894
4.292,0.291692,0.27468,98.591606,98.635775
4.294,0.302463,0.282073,98.623917,98.65613
4.296,0.315409,0.2912,98.65836,98.683811
4.298,0.328299,0.299931,98.692845,98.708342
4.3,0.341889,0.309394,98.728363,98.734157
4.302,0.355646,0.319025,98.763839,98.759098
4.304,0.366308,0.325567,98.795534,98.770495
4.306,0.372873,0.327988,98.822107,98.765941
4.308,0.375869,0.327143,98.84169,98.744419
4.31,0.375967,0.323768,98.857175,98.713136
4.311999,0.373752,0.320063,98.872727,98.686803
4.314,0.37053,0.315994,98.887563,98.662937
4.316,0.366026,0.3115,98.901127,98.639689
4.318,0.360767,0.307515,98.916161,98.623372
4.32,0.356777,0.305206,98.935874,98.620373
4.322,0.353105,0.303923,98.958684,98.626897
4.324,0.349628,0.304058,98.98457,98.641562
4.326,0.346967,0.303784,99.01079,98.657716
4.327999,0.344483,0.302936,99.035611,98.671769
4.33,0.342648,0.30197,99.06034,98.686675
4.332,0.341467,0.300368,99.084095,98.700107
4.334,0.340513,0.297292,99.103398,98.704645
4.336,0.339661,0.293073,99.118219,98.701294
4.338,0.339519,0.287598,99.12976,98.692514
4.34,0.339165,0.282252,99.139248,98.68122
4.342,0.339139,0.276992,99.148927,98.671667
4.343999,0.33875,0.271729,99.158256,98.663521
4.346,0.338738,0.266888,99.16717,98.655902
4.348,0.338309,0.2629,99.177484,98.652769
4.35,0.33745,0.259808,99.191888,98.658763
4.352,0.336227,0.257963,99.207859,98.669405
4.354,0.334949,0.256883,99.224864,98.68238
4.356,0.333211,0.25608,99.241594,98.696288
4.358,0.331174,0.255528,99.257269,98.708878
4.359999,0.329186,0.255584,99.271878,98.720462
4.362,0.327027,0.255584,99.284908,98.729505
4.364,0.324372,0.255609,99.29373,98.731769
4.366,0.321771,0.255358,99.298378,98.726683
4.368,0.31939,0.255214,99.301153,98.719013
4.37,0.316964,0.254961,99.302989,98.709974
4.372,0.314831,0.25452,99.304268,98.699379
4.374,0.313132,0.254458,99.305375,98.689401
4.375999,0.311874,0.254113,99.307461,98.680983
4.378,0.310644,0.254055,99.311065,98.675476
4.38,0.310155,0.254042,99.318218,98.676378
4.382,0.310144,0.254426,99.327662,98.680587
4.384,0.309765,0.254436,99.336805,98.685716
4.386,0.30898,0.254828,99.34672,98.692058
4.388,0.308576,0.255225,99.356996,98.699205
4.39,0.307731,0.255622,99.365996,98.70619
4.391999,0.306091,0.255982,99.373285,98.71024
4.394,0.304009,0.256008,99.37788,98.711168
4.396,0.301142,0.256432,99.378553,98.707451
4.398,0.297952,0.256763,99.377648,98.702198
4.4,0.294883,0.256642,99.376795,98.697083
4.402,0.292128,0.256331,99.375377,98.691826
4.404,0.289584,0.256261,99.373379,98.686512
4.406,0.287753,0.25573,99.372513,98.683153
4.407999,0.286576,0.254775,99.37406,98.683141
4.41,0.286708,0.25357,99.377789,98.686764
4.412,0.28774,0.252416,99.383716,98.693793
4.414,0.288918,0.25106,99.39048,98.70142
4.416,0.290286,0.24947,99.397085,98.708199
4.418,0.291899,0.24788,99.404169,98.715154
4.42,0.293297,0.24656,99.411603,98.72144
4.422,0.294018,0.245128,99.417094,98.723891
4.423999,0.294186,0.244053,99.420642,98.722414
4.426,0.293726,0.243034,99.422794,98.717168
4.428,0.292426,0.242135,99.423453,98.709265
4.43,0.290601,0.241106,99.42433,98.701807
4.432,0.288396,0.239926,99.425552,98.695131
4.434,0.285798,0.238761,99.42635,98.688376
4.436,0.282753,0.237625,99.427791,98.683109
4.438,0.279939,0.236193,99.431733,98.683153
4.44,0.277212,0.234331,99.437555,98.68701
4.442,0.274813,0.232387,99.444992,98.694765
4.444,0.272502,0.230429,99.453095,98.704031
4.446,0.27016,0.228818,99.460917,98.712725
4.448,0.268169,0.227281,99.468327,98.720576
4.45,0.266224,0.225692,99.475389,98.728112
4.452,0.26463,0.22479,99.481531,98.733524
4.454,0.263073,0.22432,99.484371,98.732319
4.456,0.26185,0.224613,99.485376,98.726692
4.458,0.261042,0.224985,99.484792,98.718556
4.46,0.260257,0.225709,99.483626,98.708684
4.462,0.259813,0.22648,99.483137,98.699366
4.464,0.259777,0.227246,99.483065,98.690464
4.466,0.25978,0.228031,99.483679,98.682542
4.468,0.259761,0.22847,99.485636,98.677317
4.47,0.260107,0.228522,99.491303,98.678828
4.472,0.260491,0.228193,99.49915,98.683845
4.474,0.260892,0.227482,99.5075,98.690917
4.476,0.260947,0.226391,99.516249,98.698477
4.478,0.26062,0.224941,99.524702,98.706841
4.48,0.259913,0.22273,99.532479,98.714264
4.482,0.258828,0.220444,99.538484,98.720309
4.484,0.257428,0.218207,99.542369,98.72292
4.486,0.254533,0.215277,99.541807,98.719559
4.488,0.251844,0.211879,99.538987,98.712325
4.49,0.248842,0.208801,99.535292,98.704403
4.492,0.246141,0.205756,99.531193,98.696194
4.494,0.243453,0.203036,99.526657,98.686823
4.496,0.241408,0.200697,99.522644,98.67814
4.498,0.240096,0.198733,99.520303,98.67221
4.5,0.239819,0.197093,99.520371,98.669117
4.502,0.241053,0.196522,99.524447,98.671374
4.504,0.242894,0.19617,99.530974,98.677035
4.506,0.24481,0.195739,99.53746,98.682787
4.508,0.246396,0.195947,99.544071,98.688647
4.51,0.247914,0.196316,99.551491,98.695316
4.512,0.249249,0.197025,99.558377,98.701537
4.514,0.249394,0.197219,99.563016,98.704645
4.516,0.248031,0.197509,99.565141,98.704681
4.518,0.245146,0.197393,99.563434,98.700041
4.52,0.241232,0.196986,99.559751,98.692189
4.522,0.23709,0.196613,99.556189,98.684355
4.524,0.233015,0.196267,99.553101,98.676961
4.526,0.228678,0.195682,99.5498,98.669168
4.528,0.224291,0.194891,99.54721,98.662037
4.53,0.220909,0.194336,99.547328,98.658259
4.532,0.218846,0.193989,99.550796,98.658389
4.534,0.218074,0.193597,99.55762,98.662344
4.536,0.218312,0.193397,99.567034,98.669801
4.538,0.218848,0.193303,99.57689,98.677553
4.54,0.219601,0.192779,99.585935,98.683967
4.542,0.220467,0.192025,99.595079,98.690436
4.544,0.221541,0.19121,99.604407,98.696605
4.546,0.222025,0.189914,99.610985,98.699302
4.548,0.221367,0.187942,99.613149,98.696703
4.55,0.219761,0.185704,99.612822,98.690314
4.552,0.217848,0.183494,99.609513,98.68071
4.554,0.215618,0.181283,99.605433,98.670438
4.556,0.213413,0.179098,99.601775,98.661347
4.558,0.211194,0.177289,99.598098,98.652921
4.56,0.208623,0.175834,99.594447,98.644514
4.561999,0.206788,0.174725,99.59258,98.639339
4.564,0.205659,0.1747,99.595387,98.640607
4.566,0.20525,0.175023,99.60034,98.645841
4.568,0.205227,0.17607,99.60749,98.653644
4.57,0.20523,0.177196,99.615145,98.663081
4.572,0.20523,0.177955,99.622844,98.671741
4.574,0.20523,0.178998,99.630239,98.679282
4.576,0.205258,0.179882,99.63744,98.686272
4.577999,0.205086,0.180141,99.642889,98.690855
4.58,0.204026,0.179692,99.644476,98.688689
4.582,0.202353,0.178524,99.643042,98.681147
4.584,0.20013,0.17686,99.640205,98.671517
4.586,0.197564,0.174873,99.636549,98.660772
4.588,0.194878,0.172525,99.632307,98.649251
4.59,0.191953,0.169946,99.628273,98.637926
4.592,0.189069,0.167514,99.625219,98.627889
4.593999,0.186078,0.165363,99.623205,98.62006
4.596,0.182918,0.163248,99.624007,98.61672
4.598,0.180435,0.161507,99.628479,98.619737
4.6,0.177933,0.160083,99.634749,98.625749
4.602,0.175784,0.158649,99.641273,98.632279
4.604,0.173619,0.15757,99.648843,98.639471
4.606,0.171815,0.156844,99.657119,98.648487
4.608,0.169999,0.156127,99.665149,98.656264
4.609999,0.168523,0.155408,99.671569,98.661772
4.612,0.167066,0.154691,99.676391,98.664528
4.614,0.165907,0.154002,99.678288,98.661767
4.616,0.164845,0.153037,99.678251,98.655505
4.618,0.163772,0.151946,99.677852,98.648639
4.62,0.162675,0.150897,99.677349,98.641555
4.622,0.161766,0.149662,99.676264,98.633291
4.624,0.161062,0.148224,99.674802,98.624497
4.625999,0.160466,0.146693,99.674444,98.617696
4.628,0.160052,0.144899,99.676317,98.614125
4.63,0.159365,0.143011,99.679619,98.613239
4.632,0.159034,0.140503,99.685203,98.616847
4.634,0.158669,0.138395,99.69163,98.621141
4.636,0.157958,0.136621,99.697305,98.62468
4.638,0.156886,0.135178,99.702636,98.628228
4.64,0.156193,0.134065,99.708064,98.631885
4.641999,0.154884,0.133257,99.712052,98.634235
4.644,0.153479,0.133022,99.713852,98.632978
4.646,0.151849,0.133723,99.713067,98.627972
4.648,0.149854,0.135232,99.709787,98.619229
4.65,0.147693,0.137261,99.704648,98.607803
4.652,0.145701,0.139119,99.699169,98.596075
4.654,0.144074,0.140473,99.694412,98.585462
4.656,0.142678,0.141897,99.689747,98.575176
4.657999,0.14136,0.143228,99.684988,98.564862
4.66,0.140718,0.143807,99.682131,98.557226
4.662,0.14038,0.143053,99.682613,98.554612
4.664,0.140715,0.141692,99.685678,98.555878
4.666,0.141374,0.139347,99.690747,98.560138
4.668,0.14238,0.13628,99.69693,98.566316
4.67,0.143439,0.133141,99.703284,98.571879
4.672,0.144488,0.129787,99.709317,98.576849
4.673999,0.14556,0.126054,99.715554,98.581914
4.676,0.146508,0.122309,99.721289,98.585894
4.678,0.146837,0.119057,99.724466,98.585788
4.68,0.14633,0.116481,99.724396,98.580258
4.682,0.145567,0.114486,99.722661,98.571628
4.684,0.144463,0.112808,99.719732,98.560981
4.686,0.142703,0.111789,99.715873,98.549474
4.688,0.140641,0.110731,99.71202,98.537965
4.69,0.138264,0.110007,99.708837,98.527465
4.692,0.135574,0.109291,99.705589,98.516831
4.694,0.132516,0.108846,99.703403,98.508138
4.696,0.129616,0.108542,99.704254,98.504728
4.698,0.126687,0.108032,99.707703,98.505881
4.7,0.123673,0.107314,99.712196,98.50886
4.702,0.120931,0.106615,99.717249,98.512642
4.704,0.118216,0.10597,99.722829,98.51722
4.706,0.115823,0.105646,99.728315,98.521644
4.708,0.113399,0.105302,99.73314,98.524737
4.71,0.111653,0.104918,99.737081,98.526685
4.712,0.109888,0.105176,99.739364,98.526211
4.714,0.108641,0.105508,99.738012,98.519719
4.716,0.108082,0.106099,99.73433,98.509478
4.718,0.107759,0.106608,99.730134,98.49801
4.72,0.10753,0.10707,99.725909,98.486228
4.722,0.107635,0.107698,99.721327,98.473936
4.724,0.108049,0.108016,99.716585,98.460969
4.726,0.108753,0.108345,99.712589,98.449159
4.728,0.109426,0.108348,99.710178,98.439544
4.73,0.110455,0.108067,99.709475,98.433211
4.732,0.111192,0.107142,99.712526,98.431906
4.734,0.111891,0.106128,99.717413,98.433462
4.736,0.112395,0.104882,99.722385,98.435574
4.738,0.112598,0.103632,99.727103,98.437861
4.74,0.112364,0.102743,99.732009,98.440979
4.742,0.11164,0.102092,99.736936,98.444673
4.744,0.11092,0.101411,99.740407,98.44711
4.746,0.109552,0.100716,99.741369,98.446364
4.748,0.107564,0.101,99.74036,98.443008
4.75,0.105289,0.101614,99.735294,98.435621
4.752,0.102417,0.102548,99.728374,98.425867
4.754,0.099344,0.103602,99.721635,98.415832
4.756,0.096307,0.10445,99.71516,98.406124
4.758,0.093273,0.105214,99.708145,98.396017
4.76,0.090237,0.106156,99.700892,98.385305
4.762,0.08722,0.106438,99.695389,98.376117
4.764,0.084512,0.106455,99.692647,98.370715
4.766,0.082427,0.105852,99.692572,98.367569
4.768,0.080669,0.104953,99.69527,98.368113
4.77,0.079174,0.103487,99.699909,98.370332
4.772,0.078171,0.101792,99.70468,98.372423
4.774,0.077642,0.100002,99.709069,98.373903
4.776,0.077465,0.097966,99.713935,98.375378
4.778,0.077847,0.095959,99.719255,98.377314
4.78,0.078173,0.093947,99.723301,98.377351
4.782,0.078802,0.09224,99.723984,98.373095
4.784,0.079752,0.090855,99.722214,98.366115
4.786,0.080737,0.089481,99.718533,98.356411
4.788,0.081927,0.088469,99.713361,98.344853
4.79,0.08317,0.087957,99.707816,98.332988
4.792,0.084139,0.087703,99.702959,98.32181
4.794,0.085136,0.087763,99.698293,98.310852
4.796,0.086142,0.088445,99.692899,98.299495
4.798,0.086876,0.08906,99.689183,98.289738
4.8,0.087003,0.090224,99.688621,98.283951
4.802,0.087,0.091761,99.690451,98.281278
4.804,0.086849,0.093606,99.693988,98.280523
4.806,0.086501,0.095523,99.698524,98.28095
4.808,0.086126,0.09715,99.703135,98.281989
4.81,0.08545,0.098797,99.707402,98.282622
4.812,0.085136,0.100119,99.7114,98.282323
4.814,0.084524,0.101488,99.714971,98.281919
4.816,0.083801,0.102393,99.716937,98.279849
4.818,0.083489,0.102709,99.715864,98.273619
4.82,0.083554,0.102446,99.711852,98.263563
4.822,0.083494,0.101683,99.706249,98.252047
4.824,0.083154,0.100665,99.699917,98.239822
4.826,0.083174,0.099367,99.692696,98.227001
4.827999,0.082883,0.097789,99.685486,98.214733
4.83,0.082575,0.095904,99.678206,98.203201
4.832,0.082091,0.093924,99.671419,98.193016
4.834,0.08131,0.091951,99.665838,98.184826
4.836,0.080254,0.090046,99.662372,98.179869
4.838,0.078905,0.088449,99.662025,98.180051
4.84,0.076927,0.087166,99.663001,98.182686
4.842,0.075313,0.08555,99.664223,98.185283
4.843999,0.073202,0.08412,99.666001,98.188092
4.846,0.071058,0.083009,99.668031,98.191331
4.848,0.069136,0.082049,99.669827,98.194079
4.85,0.067186,0.081126,99.670857,98.194832
4.852,0.065243,0.080495,99.670418,98.193002
4.854,0.063597,0.079507,99.668436,98.18798
4.856,0.062255,0.078805,99.662959,98.177258
4.858,0.060948,0.07817,99.656002,98.162868
4.859999,0.059801,0.077489,99.648973,98.147771
4.862,0.058852,0.077004,99.64222,98.13324
4.864,0.057909,0.077056,99.635439,98.118291
4.866,0.057265,0.077056,99.628614,98.102393
4.868,0.056945,0.077004,99.623155,98.088081
4.87,0.056362,0.077488,99.619517,98.076833
4.872,0.055898,0.078145,99.617892,98.06899
4.874,0.055484,0.078882,99.619,98.065264
4.875999,0.054865,0.079925,99.623105,98.065789
4.878,0.054565,0.081229,99.628337,98.068193
4.88,0.053599,0.081865,99.63222,98.069503
4.882,0.052888,0.082812,99.636015,98.070712
4.884,0.052286,0.083398,99.640191,98.072523
4.886,0.051523,0.083712,99.643801,98.07399
4.888,0.050536,0.083863,99.64522,98.072898
4.89,0.049579,0.08315,99.643286,98.067001
4.891999,0.048643,0.082216,99.638773,98.057814
4.894,0.047391,0.081045,99.63091,98.043848
4.896,0.046331,0.079354,99.620843,98.02717
4.898,0.045269,0.077384,99.610727,98.010234
4.9,0.043964,0.075544,99.601631,97.994055
4.902,0.042702,0.07397,99.592403,97.977498
4.904,0.04177,0.072046,99.582441,97.960216
4.906,0.040528,0.07035,99.57378,97.944444
4.907999,0.039447,0.069154,99.568688,97.932944
4.91,0.03852,0.068347,99.566985,97.925518
4.912,0.037567,0.067852,99.567822,97.921139
4.914,0.036623,0.067901,99.571219,97.919847
4.916,0.035986,0.068166,99.575331,97.919889
4.918,0.035303,0.069,99.579248,97.919143
4.92,0.035045,0.06993,99.582598,97.918129
4.922,0.035082,0.071098,99.586008,97.917394
4.923999,0.035123,0.072728,99.589586,97.916499
4.926,0.035451,0.074301,99.591113,97.9133
4.928,0.036038,0.075847,99.58785,97.904777
4.93,0.03691,0.077682,99.582016,97.893144
4.932,0.03785,0.07942,99.574203,97.879189
4.934,0.038878,0.080969,99.564888,97.863472
4.936,0.040159,0.082513,99.554756,97.846781
4.938,0.041427,0.083772,99.54474,97.83082
4.94,0.042374,0.084745,99.534732,97.815121
4.942,0.043532,0.085721,99.524556,97.799513
4.944,0.044689,0.086415,99.515272,97.784998
4.946,0.045546,0.086619,99.508363,97.773391
4.948,0.046147,0.086597,99.504912,97.766622
4.95,0.046492,0.086319,99.503188,97.762401
4.952,0.046584,0.085761,99.502585,97.759058
4.954,0.046462,0.085101,99.502633,97.756494
4.956,0.045865,0.084566,99.50317,97.754425
4.958,0.044545,0.084282,99.504157,97.752192
4.96,0.04334,0.083953,99.505142,97.74914
4.962,0.041567,0.083882,99.505413,97.745249
4.964,0.039753,0.084041,99.504668,97.739353
4.966,0.037559,0.084574,99.501824,97.729771
4.968,0.034691,0.085638,99.496373,97.715918
4.97,0.03191,0.087216,99.48982,97.70001
4.972,0.029077,0.088789,99.48282,97.68431
4.974,0.026728,0.090092,99.475303,97.668175
4.976,0.024567,0.091436,99.467437,97.6516
4.978,0.022573,0.093012,99.459328,97.635128
4.98,0.021405,0.094554,99.450991,97.619813
4.982,0.020365,0.095556,99.443759,97.606528
4.984,0.020279,0.096089,99.437416,97.595472
4.986,0.02105,0.095937,99.432775,97.588327
4.988,0.022551,0.095175,99.429825,97.585062
4.99,0.024772,0.094232,99.427439,97.583409
4.992,0.027214,0.093338,99.424641,97.581273
4.994,0.029614,0.09224,99.422321,97.579069
4.996,0.032365,0.090658,99.420388,97.577324
4.998,0.035487,0.08891,99.418537,97.575568
5,0.038528,0.087738,99.416351,97.572326
5.002,0.041029,0.086493,99.413117,97.566281
5.004,0.043042,0.085453,99.408967,97.557438
5.006,0.044548,0.084843,99.403471,97.544907
5.008,0.045659,0.084662,99.39671,97.528922
5.01,0.046534,0.084686,99.38934,97.511082
5.012,0.046559,0.084661,99.382073,97.494371
5.014,0.04662,0.084889,99.374612,97.477573
5.016,0.046205,0.085195,99.366686,97.459888
5.018,0.045151,0.085564,99.358559,97.441892
5.02,0.043917,0.086193,99.35103,97.42566
5.022,0.042733,0.08651,99.343935,97.412772
5.024,0.041307,0.086831,99.337785,97.402474
5.026,0.039775,0.086988,99.332504,97.395515
5.028,0.038262,0.087008,99.327809,97.391659
5.03,0.036745,0.087328,99.323311,97.388762
5.032,0.035513,0.08763,99.318571,97.384954
5.034,0.034319,0.087931,99.313345,97.380784
5.036,0.033104,0.088209,99.307905,97.37674
5.038,0.031932,0.088571,99.302438,97.372665
5.04,0.031041,0.089494,99.29651,97.366871
5.042,0.030115,0.090372,99.28905,97.356811
5.044,0.029366,0.091444,99.28073,97.34382
5.046,0.028869,0.092662,99.271633,97.328181
5.048,0.028606,0.093871,99.261633,97.30984
5.05,0.028555,0.095365,99.251387,97.290328
5.052,0.029018,0.096893,99.241818,97.271492
5.054,0.029638,0.098231,99.233016,97.25332
5.056,0.030281,0.099454,99.224775,97.235382
5.058,0.031182,0.100973,99.216704,97.217112
5.06,0.032595,0.102247,99.209742,97.20031
5.062,0.034276,0.103042,99.205057,97.187687
5.064,0.036187,0.10361,99.20218,97.17887
5.066,0.038296,0.10416,99.200348,97.172516
5.068,0.040376,0.104149,99.199758,97.167691
5.07,0.042538,0.104196,99.19948,97.164162
5.072,0.044185,0.103915,99.198938,97.161022
5.074,0.045237,0.103212,99.197878,97.157641
5.076,0.046114,0.102306,99.196358,97.153747
5.077999,0.046537,0.101172,99.194798,97.150092
5.08,0.046351,0.099809,99.19197,97.145346
5.082,0.045211,0.098208,99.186738,97.137459
5.084,0.042968,0.096409,99.178568,97.125267
5.086,0.040353,0.094638,99.168881,97.111515
5.088,0.037202,0.092869,99.15848,97.096292
5.09,0.03403,0.091086,99.147559,97.080322
5.092,0.031208,0.089365,99.136266,97.063976
5.093999,0.028878,0.0879,99.124765,97.047164
5.096,0.026705,0.086663,99.113504,97.030583
5.098,0.025096,0.085633,99.102577,97.014521
5.1,0.024257,0.08492,99.092457,96.999495
5.102,0.02439,0.084686,99.083857,96.986241
5.104,0.026532,0.084928,99.078052,96.97654
5.106,0.029753,0.085416,99.073346,96.968483
5.108,0.033333,0.086108,99.069262,96.961121
5.109999,0.036885,0.087057,99.065518,96.953841
5.112,0.040981,0.088502,99.061698,96.946517
5.114,0.045104,0.090198,99.058212,96.939528
5.116,0.049101,0.091952,99.054397,96.93226
5.118,0.052746,0.093741,99.049793,96.924039
5.12,0.05568,0.095793,99.044318,96.914169
5.122,0.057824,0.097833,99.037398,96.902745
5.124,0.058352,0.099867,99.027983,96.888068
5.125999,0.057319,0.101905,99.01632,96.870428
5.128,0.055495,0.103945,99.003728,96.851721
5.13,0.053836,0.105772,98.991484,96.833413
5.132,0.051627,0.107177,98.979538,96.81519
5.134,0.04879,0.108222,98.967515,96.796837
5.136,0.045558,0.109068,98.95502,96.77829
5.138,0.042591,0.109423,98.943715,96.761155
5.14,0.040013,0.109551,98.934082,96.745872
5.141999,0.037969,0.10938,98.92619,96.732743
5.144,0.036633,0.108735,98.92013,96.722169
5.146,0.036547,0.107329,98.917525,96.716057
5.148,0.036763,0.105837,98.916412,96.711574
5.15,0.037159,0.104483,98.915305,96.706827
5.152,0.037771,0.10337,98.913174,96.700617
5.154,0.038626,0.102474,98.91083,96.694303
5.156,0.039471,0.101771,98.909093,96.688198
5.157999,0.040469,0.101387,98.906851,96.681172
5.16,0.041591,0.101479,98.90278,96.671823
5.162,0.041638,0.102219,98.895941,96.658527
5.164,0.041455,0.103779,98.887032,96.642293
5.166,0.040968,0.106358,98.875448,96.622529
5.168,0.04003,0.109937,98.861011,96.599084
5.17,0.038587,0.11367,98.845819,96.574095
5.172,0.037318,0.117189,98.831211,96.550579
5.173999,0.036297,0.120587,98.817236,96.528039
5.176,0.035469,0.124005,98.803595,96.505549
5.178,0.034562,0.127421,98.789216,96.482516
5.18,0.034023,0.130954,98.775753,96.461205
5.182,0.034031,0.13394,98.764745,96.443211
5.184,0.034697,0.135777,98.75728,96.429641
5.186,0.035996,0.137031,98.751773,96.419382
5.188,0.03795,0.13763,98.748515,96.41252
5.19,0.040452,0.137685,98.746847,96.408014
5.192,0.043334,0.137352,98.745815,96.404484
5.194,0.046135,0.136833,98.743662,96.400048
5.196,0.049112,0.136127,98.741182,96.395297
5.198,0.052313,0.135119,98.738655,96.390583
5.2,0.055722,0.133663,98.736173,96.386155
5.202,0.059221,0.132166,98.732193,96.380092
5.204,0.062006,0.131218,98.72443,96.369328
5.206,0.064103,0.130731,98.712865,96.35387
5.208,0.066086,0.130138,98.698989,96.335783
5.21,0.067582,0.130046,98.683413,96.315335
5.212,0.068982,0.130035,98.666695,96.293256
5.214,0.070317,0.130137,98.649524,96.27038
5.216,0.071141,0.130984,98.632969,96.247924
5.218,0.071998,0.132054,98.616602,96.225692
5.22,0.072717,0.133172,98.600493,96.203603
5.222,0.073265,0.134325,98.585021,96.181929
5.224,0.074048,0.135968,98.571392,96.161765
5.226,0.075273,0.137828,98.561343,96.146038
5.228,0.076718,0.13989,98.554093,96.133579
5.23,0.078113,0.142147,98.548458,96.122643
5.232,0.079536,0.144322,98.543547,96.112435
5.234,0.080788,0.14687,98.53938,96.102993
5.236,0.081824,0.149704,98.535468,96.093735
5.238,0.082656,0.152471,98.531042,96.083712
5.24,0.083312,0.155509,98.525751,96.073117
5.242,0.083626,0.158429,98.519886,96.061881
5.244,0.083519,0.161229,98.513165,96.049556
5.246,0.083057,0.164588,98.50445,96.035063
5.248,0.081724,0.16773,98.491706,96.016098
5.25,0.079888,0.170761,98.476065,95.994033
5.252,0.077924,0.173803,98.458952,95.970558
5.254,0.075704,0.176616,98.442112,95.947587
5.256,0.07362,0.179227,98.425101,95.924649
5.258,0.07176,0.181636,98.407942,95.901766
5.26,0.070088,0.183843,98.390755,95.879045
5.262,0.068828,0.18585,98.374588,95.857786
5.264,0.067958,0.187668,98.359654,95.838011
5.266,0.067515,0.189257,98.346278,95.820036
5.268,0.067642,0.190393,98.33502,95.804833
5.27,0.068776,0.191316,98.32746,95.793948
5.272,0.07076,0.192056,98.322708,95.786401
5.274,0.073296,0.192601,98.319317,95.780603
5.276,0.075712,0.192675,98.315709,95.774086
5.278,0.078409,0.192671,98.312393,95.767593
5.28,0.081533,0.192617,98.309468,95.761356
5.282,0.085095,0.192089,98.30681,95.75549
5.284,0.088734,0.191314,98.303773,95.74865
5.286,0.092055,0.190556,98.299356,95.739932
5.288,0.094718,0.190039,98.292601,95.728511
5.29,0.097314,0.189254,98.283846,95.714267
5.292,0.099224,0.188405,98.272075,95.696183
5.294,0.100445,0.187618,98.257522,95.674679
5.296,0.101578,0.187079,98.241709,95.651786
5.298,0.102325,0.186518,98.225935,95.628889
5.3,0.102671,0.186046,98.210053,95.606092
5.302,0.10263,0.185792,98.193748,95.583311
5.304,0.102419,0.185731,98.176198,95.559434
5.306,0.102001,0.185863,98.158753,95.535971
5.308,0.101431,0.186187,98.142268,95.513953
5.31,0.10089,0.186702,98.127771,95.4947
5.312,0.100349,0.187388,98.114414,95.477795
5.314,0.099798,0.188353,98.102382,95.463127
5.316,0.099234,0.189733,98.091967,95.450578
5.318,0.099144,0.191312,98.082331,95.439465
5.32,0.099158,0.192924,98.073058,95.428887
5.322,0.099184,0.194568,98.063951,95.418446
5.324,0.099675,0.196647,98.055231,95.408612
5.326,0.100357,0.199123,98.047164,95.39964
5.328,0.101285,0.201912,98.039366,95.391073
5.33,0.102635,0.20486,98.031131,95.382112
5.332,0.104139,0.208021,98.021683,95.371123
5.334,0.105932,0.211246,98.011303,95.358534
5.336,0.108122,0.214458,98.000221,95.344702
5.338,0.110715,0.218149,97.988338,95.32948
5.34,0.113554,0.221942,97.975956,95.313325
5.342,0.116524,0.225664,97.963352,95.296631
5.343999,0.119491,0.229167,97.95103,95.280115
5.346,0.122258,0.232459,97.938904,95.263239
5.348,0.124901,0.235639,97.92697,95.246043
5.35,0.127567,0.238857,97.915217,95.228641
5.352,0.130334,0.241951,97.903652,95.211652
5.354,0.132654,0.244507,97.893379,95.196166
5.356,0.134153,0.246269,97.885111,95.182868
5.358,0.13533,0.247948,97.877441,95.170092
5.359999,0.13611,0.249289,97.870554,95.158435
5.362,0.136584,0.250276,97.864316,95.147703
5.364,0.137115,0.251078,97.858374,95.136761
5.366,0.137664,0.251862,97.851412,95.124603
5.368,0.138148,0.252657,97.843398,95.11122
5.37,0.138379,0.253451,97.834689,95.096942
5.372,0.138827,0.254221,97.825534,95.082299
5.374,0.139369,0.255074,97.815533,95.066559
5.375999,0.139873,0.256128,97.804222,95.048907
5.378,0.140779,0.257591,97.789641,95.026878
5.38,0.142065,0.259313,97.772883,95.002493
5.382,0.143701,0.261185,97.754719,94.976975
5.384,0.145492,0.262972,97.736335,94.950686
5.386,0.147462,0.265069,97.717845,94.92447
5.388,0.149613,0.267491,97.699498,94.898893
5.39,0.151942,0.269856,97.681709,94.874689
5.391999,0.15447,0.272218,97.665,94.852111
5.394,0.157119,0.274581,97.649298,94.831128
5.396,0.159716,0.276964,97.634066,94.811343
5.398,0.162511,0.279145,97.620978,94.794453
5.4,0.165413,0.281213,97.611028,94.782166
5.402,0.168271,0.283306,97.605426,94.776665
5.404,0.171392,0.285446,97.601891,94.774168
5.406,0.1744,0.28738,97.599426,94.773104
5.407999,0.176975,0.288901,97.597122,94.772073
5.41,0.179417,0.290488,97.594806,94.771706
5.412,0.181577,0.291954,97.592428,94.771491
5.414,0.183351,0.29323,97.589808,94.770957
5.416,0.184538,0.294586,97.585933,94.768843
5.418,0.185334,0.295657,97.580212,94.764173
5.42,0.185771,0.29638,97.572204,94.756215
5.422,0.185735,0.297216,97.5616,94.744277
5.423999,0.184679,0.297733,97.546202,94.725455
5.426,0.182657,0.297936,97.526278,94.700171
